ID,Titre,Plateforme,Objectif,Portee,Engagement,Partages,Commentaires,Messages,RDV,Score Engagement,Score Portee,Score Conversion,Score RDV,Score Global,Note,Recommandation
119,Lunettes et look : assortir ses montures à son style,TikTok,Vente,,,,,,,"=IFERROR(ROUND(((F120+G120+H120)/MAX(E120,1))*100,1),0)","=IFERROR(ROUND((E120/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I120/MAX(E120,1))*100,1),0)","=IFERROR(ROUND((J120/MAX(I120,1))*100,1),0)","=ROUND(K120*0.3+L120*0.2+M120*0.25+N120*0.25,1)","=IFS(O120>=80,""A"",O120>=60,""B"",O120>=40,""C"",O120>=20,""D"",TRUE,""E"")","=IFS(P120=""A"",""À reproduire"",OR(P120=""B"",P120=""C""),""À optimiser"",TRUE,""À abandonner"")"
120,"Témoignage : « Avec mes progressifs, je revis » (édition Yopougon)",LinkedIn,Confiance/Conversion,,,,,,,"=IFERROR(ROUND(((F121+G121+H121)/MAX(E121,1))*100,1),0)","=IFERROR(ROUND((E121/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I121/MAX(E121,1))*100,1),0)","=IFERROR(ROUND((J121/MAX(I121,1))*100,1),0)","=ROUND(K121*0.3+L121*0.2+M121*0.25+N121*0.25,1)","=IFS(O121>=80,""A"",O121>=60,""B"",O121>=40,""C"",O121>=20,""D"",TRUE,""E"")","=IFS(P121=""A"",""À reproduire"",OR(P121=""B"",P121=""C""),""À optimiser"",TRUE,""À abandonner"")"
121,Vos yeux rougissent souvent : les causes fréquentes,Instagram,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F122+G122+H122)/MAX(E122,1))*100,1),0)","=IFERROR(ROUND((E122/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I122/MAX(E122,1))*100,1),0)","=IFERROR(ROUND((J122/MAX(I122,1))*100,1),0)","=ROUND(K122*0.3+L122*0.2+M122*0.25+N122*0.25,1)","=IFS(O122>=80,""A"",O122>=60,""B"",O122>=40,""C"",O122>=20,""D"",TRUE,""E"")","=IFS(P122=""A"",""À reproduire"",OR(P122=""B"",P122=""C""),""À optimiser"",TRUE,""À abandonner"")"
122,Pourquoi les enfants ne disent pas qu'ils voient mal,TikTok,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F123+G123+H123)/MAX(E123,1))*100,1),0)","=IFERROR(ROUND((E123/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I123/MAX(E123,1))*100,1),0)","=IFERROR(ROUND((J123/MAX(I123,1))*100,1),0)","=ROUND(K123*0.3+L123*0.2+M123*0.25+N123*0.25,1)","=IFS(O123>=80,""A"",O123>=60,""B"",O123>=40,""C"",O123>=20,""D"",TRUE,""E"")","=IFS(P123=""A"",""À reproduire"",OR(P123=""B"",P123=""C""),""À optimiser"",TRUE,""À abandonner"")"
123,Faites contrôler la vue de vos parents,Instagram,RDV/Vente,,,,,,,"=IFERROR(ROUND(((F124+G124+H124)/MAX(E124,1))*100,1),0)","=IFERROR(ROUND((E124/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I124/MAX(E124,1))*100,1),0)","=IFERROR(ROUND((J124/MAX(I124,1))*100,1),0)","=ROUND(K124*0.3+L124*0.2+M124*0.25+N124*0.25,1)","=IFS(O124>=80,""A"",O124>=60,""B"",O124>=40,""C"",O124>=20,""D"",TRUE,""E"")","=IFS(P124=""A"",""À reproduire"",OR(P124=""B"",P124=""C""),""À optimiser"",TRUE,""À abandonner"")"
124,Montures intemporelles : l'élégance qui ne se démode pas,Instagram,Vente,,,,,,,"=IFERROR(ROUND(((F125+G125+H125)/MAX(E125,1))*100,1),0)","=IFERROR(ROUND((E125/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I125/MAX(E125,1))*100,1),0)","=IFERROR(ROUND((J125/MAX(I125,1))*100,1),0)","=ROUND(K125*0.3+L125*0.2+M125*0.25+N125*0.25,1)","=IFS(O125>=80,""A"",O125>=60,""B"",O125>=40,""C"",O125>=20,""D"",TRUE,""E"")","=IFS(P125=""A"",""À reproduire"",OR(P125=""B"",P125=""C""),""À optimiser"",TRUE,""À abandonner"")"
125,Avant / après : le confort d'une vraie correction (édition Yopougon),Instagram,Confiance/Conversion,,,,,,,"=IFERROR(ROUND(((F126+G126+H126)/MAX(E126,1))*100,1),0)","=IFERROR(ROUND((E126/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I126/MAX(E126,1))*100,1),0)","=IFERROR(ROUND((J126/MAX(I126,1))*100,1),0)","=ROUND(K126*0.3+L126*0.2+M126*0.25+N126*0.25,1)","=IFS(O126>=80,""A"",O126>=60,""B"",O126>=40,""C"",O126>=20,""D"",TRUE,""E"")","=IFS(P126=""A"",""À reproduire"",OR(P126=""B"",P126=""C""),""À optimiser"",TRUE,""À abandonner"")"
126,Nos horaires pour mieux vous servir,Instagram,Notoriété locale,,,,,,,"=IFERROR(ROUND(((F127+G127+H127)/MAX(E127,1))*100,1),0)","=IFERROR(ROUND((E127/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I127/MAX(E127,1))*100,1),0)","=IFERROR(ROUND((J127/MAX(I127,1))*100,1),0)","=ROUND(K127*0.3+L127*0.2+M127*0.25+N127*0.25,1)","=IFS(O127>=80,""A"",O127>=60,""B"",O127>=40,""C"",O127>=20,""D"",TRUE,""E"")","=IFS(P127=""A"",""À reproduire"",OR(P127=""B"",P127=""C""),""À optimiser"",TRUE,""À abandonner"")"
127,Lire dans le noir abîme-t-il les yeux ?,Facebook,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F128+G128+H128)/MAX(E128,1))*100,1),0)","=IFERROR(ROUND((E128/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I128/MAX(E128,1))*100,1),0)","=IFERROR(ROUND((J128/MAX(I128,1))*100,1),0)","=ROUND(K128*0.3+L128*0.2+M128*0.25+N128*0.25,1)","=IFS(O128>=80,""A"",O128>=60,""B"",O128>=40,""C"",O128>=20,""D"",TRUE,""E"")","=IFS(P128=""A"",""À reproduire"",OR(P128=""B"",P128=""C""),""À optimiser"",TRUE,""À abandonner"")"
128,Réservez avant la fin de la semaine,Facebook,RDV/Vente,,,,,,,"=IFERROR(ROUND(((F129+G129+H129)/MAX(E129,1))*100,1),0)","=IFERROR(ROUND((E129/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I129/MAX(E129,1))*100,1),0)","=IFERROR(ROUND((J129/MAX(I129,1))*100,1),0)","=ROUND(K129*0.3+L129*0.2+M129*0.25+N129*0.25,1)","=IFS(O129>=80,""A"",O129>=60,""B"",O129>=40,""C"",O129>=20,""D"",TRUE,""E"")","=IFS(P129=""A"",""À reproduire"",OR(P129=""B"",P129=""C""),""À optimiser"",TRUE,""À abandonner"")"
129,Le confort des branches souples et flexibles,Facebook,Vente,,,,,,,"=IFERROR(ROUND(((F130+G130+H130)/MAX(E130,1))*100,1),0)","=IFERROR(ROUND((E130/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I130/MAX(E130,1))*100,1),0)","=IFERROR(ROUND((J130/MAX(I130,1))*100,1),0)","=ROUND(K130*0.3+L130*0.2+M130*0.25+N130*0.25,1)","=IFS(O130>=80,""A"",O130>=60,""B"",O130>=40,""C"",O130>=20,""D"",TRUE,""E"")","=IFS(P130=""A"",""À reproduire"",OR(P130=""B"",P130=""C""),""À optimiser"",TRUE,""À abandonner"")"
130,Portrait : rencontrez votre opticien à La Grande Vision (édition Yopougon),Facebook,Confiance/Conversion,,,,,,,"=IFERROR(ROUND(((F131+G131+H131)/MAX(E131,1))*100,1),0)","=IFERROR(ROUND((E131/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I131/MAX(E131,1))*100,1),0)","=IFERROR(ROUND((J131/MAX(I131,1))*100,1),0)","=ROUND(K131*0.3+L131*0.2+M131*0.25+N131*0.25,1)","=IFS(O131>=80,""A"",O131>=60,""B"",O131>=40,""C"",O131>=20,""D"",TRUE,""E"")","=IFS(P131=""A"",""À reproduire"",OR(P131=""B"",P131=""C""),""À optimiser"",TRUE,""À abandonner"")"
131,Dépistage en entreprise : prévenir la fatigue des équipes,LinkedIn,Expertise/B2B,,,,,,,"=IFERROR(ROUND(((F132+G132+H132)/MAX(E132,1))*100,1),0)","=IFERROR(ROUND((E132/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I132/MAX(E132,1))*100,1),0)","=IFERROR(ROUND((J132/MAX(I132,1))*100,1),0)","=ROUND(K132*0.3+L132*0.2+M132*0.25+N132*0.25,1)","=IFS(O132>=80,""A"",O132>=60,""B"",O132>=40,""C"",O132>=20,""D"",TRUE,""E"")","=IFS(P132=""A"",""À reproduire"",OR(P132=""B"",P132=""C""),""À optimiser"",TRUE,""À abandonner"")"
132,Le test simple à faire chez soi (et ses limites),LinkedIn,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F133+G133+H133)/MAX(E133,1))*100,1),0)","=IFERROR(ROUND((E133/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I133/MAX(E133,1))*100,1),0)","=IFERROR(ROUND((J133/MAX(I133,1))*100,1),0)","=ROUND(K133*0.3+L133*0.2+M133*0.25+N133*0.25,1)","=IFS(O133>=80,""A"",O133>=60,""B"",O133>=40,""C"",O133>=20,""D"",TRUE,""E"")","=IFS(P133=""A"",""À reproduire"",OR(P133=""B"",P133=""C""),""À optimiser"",TRUE,""À abandonner"")"
133,Bilan offert pour tout achat de monture,WhatsApp Business,RDV/Vente,,,,,,,"=IFERROR(ROUND(((F134+G134+H134)/MAX(E134,1))*100,1),0)","=IFERROR(ROUND((E134/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I134/MAX(E134,1))*100,1),0)","=IFERROR(ROUND((J134/MAX(I134,1))*100,1),0)","=ROUND(K134*0.3+L134*0.2+M134*0.25+N134*0.25,1)","=IFS(O134>=80,""A"",O134>=60,""B"",O134>=40,""C"",O134>=20,""D"",TRUE,""E"")","=IFS(P134=""A"",""À reproduire"",OR(P134=""B"",P134=""C""),""À optimiser"",TRUE,""À abandonner"")"
134,Verres haute définition : la netteté maximale,TikTok,Vente,,,,,,,"=IFERROR(ROUND(((F135+G135+H135)/MAX(E135,1))*100,1),0)","=IFERROR(ROUND((E135/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I135/MAX(E135,1))*100,1),0)","=IFERROR(ROUND((J135/MAX(I135,1))*100,1),0)","=ROUND(K135*0.3+L135*0.2+M135*0.25+N135*0.25,1)","=IFS(O135>=80,""A"",O135>=60,""B"",O135>=40,""C"",O135>=20,""D"",TRUE,""E"")","=IFS(P135=""A"",""À reproduire"",OR(P135=""B"",P135=""C""),""À optimiser"",TRUE,""À abandonner"")"
135,Un accueil chaleureux vous attend,Facebook,Notoriété locale,,,,,,,"=IFERROR(ROUND(((F136+G136+H136)/MAX(E136,1))*100,1),0)","=IFERROR(ROUND((E136/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I136/MAX(E136,1))*100,1),0)","=IFERROR(ROUND((J136/MAX(I136,1))*100,1),0)","=ROUND(K136*0.3+L136*0.2+M136*0.25+N136*0.25,1)","=IFS(O136>=80,""A"",O136>=60,""B"",O136>=40,""C"",O136>=20,""D"",TRUE,""E"")","=IFS(P136=""A"",""À reproduire"",OR(P136=""B"",P136=""C""),""À optimiser"",TRUE,""À abandonner"")"
136,Quand des lunettes de pharmacie ne suffisent plus,LinkedIn,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F137+G137+H137)/MAX(E137,1))*100,1),0)","=IFERROR(ROUND((E137/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I137/MAX(E137,1))*100,1),0)","=IFERROR(ROUND((J137/MAX(I137,1))*100,1),0)","=ROUND(K137*0.3+L137*0.2+M137*0.25+N137*0.25,1)","=IFS(O137>=80,""A"",O137>=60,""B"",O137>=40,""C"",O137>=20,""D"",TRUE,""E"")","=IFS(P137=""A"",""À reproduire"",OR(P137=""B"",P137=""C""),""À optimiser"",TRUE,""À abandonner"")"
137,Ils nous ont fait confiance : merci à nos clients de Yopougon (édition Yopougon),Instagram,Confiance/Conversion,,,,,,,"=IFERROR(ROUND(((F138+G138+H138)/MAX(E138,1))*100,1),0)","=IFERROR(ROUND((E138/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I138/MAX(E138,1))*100,1),0)","=IFERROR(ROUND((J138/MAX(I138,1))*100,1),0)","=ROUND(K138*0.3+L138*0.2+M138*0.25+N138*0.25,1)","=IFS(O138>=80,""A"",O138>=60,""B"",O138>=40,""C"",O138>=20,""D"",TRUE,""E"")","=IFS(P138=""A"",""À reproduire"",OR(P138=""B"",P138=""C""),""À optimiser"",TRUE,""À abandonner"")"
138,Comprendre votre ordonnance de lunettes,TikTok,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F139+G139+H139)/MAX(E139,1))*100,1),0)","=IFERROR(ROUND((E139/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I139/MAX(E139,1))*100,1),0)","=IFERROR(ROUND((J139/MAX(I139,1))*100,1),0)","=ROUND(K139*0.3+L139*0.2+M139*0.25+N139*0.25,1)","=IFS(O139>=80,""A"",O139>=60,""B"",O139>=40,""C"",O139>=20,""D"",TRUE,""E"")","=IFS(P139=""A"",""À reproduire"",OR(P139=""B"",P139=""C""),""À optimiser"",TRUE,""À abandonner"")"
139,Nouvelle collection : venez l'essayer ce week-end,WhatsApp Business,RDV/Vente,,,,,,,"=IFERROR(ROUND(((F140+G140+H140)/MAX(E140,1))*100,1),0)","=IFERROR(ROUND((E140/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I140/MAX(E140,1))*100,1),0)","=IFERROR(ROUND((J140/MAX(I140,1))*100,1),0)","=ROUND(K140*0.3+L140*0.2+M140*0.25+N140*0.25,1)","=IFS(O140>=80,""A"",O140>=60,""B"",O140>=40,""C"",O140>=20,""D"",TRUE,""E"")","=IFS(P140=""A"",""À reproduire"",OR(P140=""B"",P140=""C""),""À optimiser"",TRUE,""À abandonner"")"
140,Choisir des lunettes quand on a un fort défaut visuel,TikTok,Vente,,,,,,,"=IFERROR(ROUND(((F141+G141+H141)/MAX(E141,1))*100,1),0)","=IFERROR(ROUND((E141/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I141/MAX(E141,1))*100,1),0)","=IFERROR(ROUND((J141/MAX(I141,1))*100,1),0)","=ROUND(K141*0.3+L141*0.2+M141*0.25+N141*0.25,1)","=IFS(O141>=80,""A"",O141>=60,""B"",O141>=40,""C"",O141>=20,""D"",TRUE,""E"")","=IFS(P141=""A"",""À reproduire"",OR(P141=""B"",P141=""C""),""À optimiser"",TRUE,""À abandonner"")"
141,Pourquoi deux yeux peuvent avoir deux corrections,Instagram,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F142+G142+H142)/MAX(E142,1))*100,1),0)","=IFERROR(ROUND((E142/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I142/MAX(E142,1))*100,1),0)","=IFERROR(ROUND((J142/MAX(I142,1))*100,1),0)","=ROUND(K142*0.3+L142*0.2+M142*0.25+N142*0.25,1)","=IFS(O142>=80,""A"",O142>=60,""B"",O142>=40,""C"",O142>=20,""D"",TRUE,""E"")","=IFS(P142=""A"",""À reproduire"",OR(P142=""B"",P142=""C""),""À optimiser"",TRUE,""À abandonner"")"
142,Vision et réussite scolaire : le lien sous-estimé,TikTok,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F143+G143+H143)/MAX(E143,1))*100,1),0)","=IFERROR(ROUND((E143/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I143/MAX(E143,1))*100,1),0)","=IFERROR(ROUND((J143/MAX(I143,1))*100,1),0)","=ROUND(K143*0.3+L143*0.2+M143*0.25+N143*0.25,1)","=IFS(O143>=80,""A"",O143>=60,""B"",O143>=40,""C"",O143>=20,""D"",TRUE,""E"")","=IFS(P143=""A"",""À reproduire"",OR(P143=""B"",P143=""C""),""À optimiser"",TRUE,""À abandonner"")"
143,"Un RDV aujourd'hui, des yeux reposés demain",Facebook,RDV/Vente,,,,,,,"=IFERROR(ROUND(((F144+G144+H144)/MAX(E144,1))*100,1),0)","=IFERROR(ROUND((E144/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I144/MAX(E144,1))*100,1),0)","=IFERROR(ROUND((J144/MAX(I144,1))*100,1),0)","=ROUND(K144*0.3+L144*0.2+M144*0.25+N144*0.25,1)","=IFS(O144>=80,""A"",O144>=60,""B"",O144>=40,""C"",O144>=20,""D"",TRUE,""E"")","=IFS(P144=""A"",""À reproduire"",OR(P144=""B"",P144=""C""),""À optimiser"",TRUE,""À abandonner"")"
144,Les nouveautés montures pour homme cette saison,Facebook,Vente,,,,,,,"=IFERROR(ROUND(((F145+G145+H145)/MAX(E145,1))*100,1),0)","=IFERROR(ROUND((E145/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I145/MAX(E145,1))*100,1),0)","=IFERROR(ROUND((J145/MAX(I145,1))*100,1),0)","=ROUND(K145*0.3+L145*0.2+M145*0.25+N145*0.25,1)","=IFS(O145>=80,""A"",O145>=60,""B"",O145>=40,""C"",O145>=20,""D"",TRUE,""E"")","=IFS(P145=""A"",""À reproduire"",OR(P145=""B"",P145=""C""),""À optimiser"",TRUE,""À abandonner"")"
145,Témoignage d'une maman : le dépistage qui a sauvé l'année scolaire (édition Yopougon),Facebook,Confiance/Conversion,,,,,,,"=IFERROR(ROUND(((F146+G146+H146)/MAX(E146,1))*100,1),0)","=IFERROR(ROUND((E146/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I146/MAX(E146,1))*100,1),0)","=IFERROR(ROUND((J146/MAX(I146,1))*100,1),0)","=ROUND(K146*0.3+L146*0.2+M146*0.25+N146*0.25,1)","=IFS(O146>=80,""A"",O146>=60,""B"",O146>=40,""C"",O146>=20,""D"",TRUE,""E"")","=IFS(P146=""A"",""À reproduire"",OR(P146=""B"",P146=""C""),""À optimiser"",TRUE,""À abandonner"")"
146,Fête des pères : offrez le confort de bien voir,Instagram,Notoriété locale,,,,,,,"=IFERROR(ROUND(((F147+G147+H147)/MAX(E147,1))*100,1),0)","=IFERROR(ROUND((E147/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I147/MAX(E147,1))*100,1),0)","=IFERROR(ROUND((J147/MAX(I147,1))*100,1),0)","=ROUND(K147*0.3+L147*0.2+M147*0.25+N147*0.25,1)","=IFS(O147>=80,""A"",O147>=60,""B"",O147>=40,""C"",O147>=20,""D"",TRUE,""E"")","=IFS(P147=""A"",""À reproduire"",OR(P147=""B"",P147=""C""),""À optimiser"",TRUE,""À abandonner"")"
147,Halos autour des lumières la nuit : explication,Facebook,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F148+G148+H148)/MAX(E148,1))*100,1),0)","=IFERROR(ROUND((E148/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I148/MAX(E148,1))*100,1),0)","=IFERROR(ROUND((J148/MAX(I148,1))*100,1),0)","=ROUND(K148*0.3+L148*0.2+M148*0.25+N148*0.25,1)","=IFS(O148>=80,""A"",O148>=60,""B"",O148>=40,""C"",O148>=20,""D"",TRUE,""E"")","=IFS(P148=""A"",""À reproduire"",OR(P148=""B"",P148=""C""),""À optimiser"",TRUE,""À abandonner"")"
148,Réservez votre bilan de vue en 2 clics sur WhatsApp (édition Yopougon),WhatsApp Business,RDV/Vente,,,,,,,"=IFERROR(ROUND(((F149+G149+H149)/MAX(E149,1))*100,1),0)","=IFERROR(ROUND((E149/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I149/MAX(E149,1))*100,1),0)","=IFERROR(ROUND((J149/MAX(I149,1))*100,1),0)","=ROUND(K149*0.3+L149*0.2+M149*0.25+N149*0.25,1)","=IFS(O149>=80,""A"",O149>=60,""B"",O149>=40,""C"",O149>=20,""D"",TRUE,""E"")","=IFS(P149=""A"",""À reproduire"",OR(P149=""B"",P149=""C""),""À optimiser"",TRUE,""À abandonner"")"
149,Les nouveautés montures pour femme cette saison,TikTok,Vente,,,,,,,"=IFERROR(ROUND(((F150+G150+H150)/MAX(E150,1))*100,1),0)","=IFERROR(ROUND((E150/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I150/MAX(E150,1))*100,1),0)","=IFERROR(ROUND((J150/MAX(I150,1))*100,1),0)","=ROUND(K150*0.3+L150*0.2+M150*0.25+N150*0.25,1)","=IFS(O150>=80,""A"",O150>=60,""B"",O150>=40,""C"",O150>=20,""D"",TRUE,""E"")","=IFS(P150=""A"",""À reproduire"",OR(P150=""B"",P150=""C""),""À optimiser"",TRUE,""À abandonner"")"
150,Notre exigence : des verres contrôlés un par un,Facebook,Expertise/B2B,,,,,,,"=IFERROR(ROUND(((F151+G151+H151)/MAX(E151,1))*100,1),0)","=IFERROR(ROUND((E151/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I151/MAX(E151,1))*100,1),0)","=IFERROR(ROUND((J151/MAX(I151,1))*100,1),0)","=ROUND(K151*0.3+L151*0.2+M151*0.25+N151*0.25,1)","=IFS(O151>=80,""A"",O151>=60,""B"",O151>=40,""C"",O151>=20,""D"",TRUE,""E"")","=IFS(P151=""A"",""À reproduire"",OR(P151=""B"",P151=""C""),""À optimiser"",TRUE,""À abandonner"")"
151,5 signes que vos lunettes ne sont plus adaptées (édition Yopougon),Facebook,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F152+G152+H152)/MAX(E152,1))*100,1),0)","=IFERROR(ROUND((E152/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I152/MAX(E152,1))*100,1),0)","=IFERROR(ROUND((J152/MAX(I152,1))*100,1),0)","=ROUND(K152*0.3+L152*0.2+M152*0.25+N152*0.25,1)","=IFS(O152>=80,""A"",O152>=60,""B"",O152>=40,""C"",O152>=20,""D"",TRUE,""E"")","=IFS(P152=""A"",""À reproduire"",OR(P152=""B"",P152=""C""),""À optimiser"",TRUE,""À abandonner"")"
152,Un client raconte sa première paire chez nous (édition Yopougon),Instagram,Confiance/Conversion,,,,,,,"=IFERROR(ROUND(((F153+G153+H153)/MAX(E153,1))*100,1),0)","=IFERROR(ROUND((E153/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I153/MAX(E153,1))*100,1),0)","=IFERROR(ROUND((J153/MAX(I153,1))*100,1),0)","=ROUND(K153*0.3+L153*0.2+M153*0.25+N153*0.25,1)","=IFS(O153>=80,""A"",O153>=60,""B"",O153>=40,""C"",O153>=20,""D"",TRUE,""E"")","=IFS(P153=""A"",""À reproduire"",OR(P153=""B"",P153=""C""),""À optimiser"",TRUE,""À abandonner"")"
153,Pourquoi vous avez mal à la tête devant l'écran (édition Yopougon),Instagram,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F154+G154+H154)/MAX(E154,1))*100,1),0)","=IFERROR(ROUND((E154/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I154/MAX(E154,1))*100,1),0)","=IFERROR(ROUND((J154/MAX(I154,1))*100,1),0)","=ROUND(K154*0.3+L154*0.2+M154*0.25+N154*0.25,1)","=IFS(O154>=80,""A"",O154>=60,""B"",O154>=40,""C"",O154>=20,""D"",TRUE,""E"")","=IFS(P154=""A"",""À reproduire"",OR(P154=""B"",P154=""C""),""À optimiser"",TRUE,""À abandonner"")"
154,Cette semaine : prenez RDV pour votre consultation visuelle (édition Yopougon),WhatsApp Business,RDV/Vente,,,,,,,"=IFERROR(ROUND(((F155+G155+H155)/MAX(E155,1))*100,1),0)","=IFERROR(ROUND((E155/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I155/MAX(E155,1))*100,1),0)","=IFERROR(ROUND((J155/MAX(I155,1))*100,1),0)","=ROUND(K155*0.3+L155*0.2+M155*0.25+N155*0.25,1)","=IFS(O155>=80,""A"",O155>=60,""B"",O155>=40,""C"",O155>=20,""D"",TRUE,""E"")","=IFS(P155=""A"",""À reproduire"",OR(P155=""B"",P155=""C""),""À optimiser"",TRUE,""À abandonner"")"
155,Lunettes anti-fatigue pour étudiants,TikTok,Vente,,,,,,,"=IFERROR(ROUND(((F156+G156+H156)/MAX(E156,1))*100,1),0)","=IFERROR(ROUND((E156/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I156/MAX(E156,1))*100,1),0)","=IFERROR(ROUND((J156/MAX(I156,1))*100,1),0)","=ROUND(K156*0.3+L156*0.2+M156*0.25+N156*0.25,1)","=IFS(O156>=80,""A"",O156>=60,""B"",O156>=40,""C"",O156>=20,""D"",TRUE,""E"")","=IFS(P156=""A"",""À reproduire"",OR(P156=""B"",P156=""C""),""À optimiser"",TRUE,""À abandonner"")"
156,Vacances et soleil : protégez les yeux de la famille,Instagram,Notoriété locale,,,,,,,"=IFERROR(ROUND(((F157+G157+H157)/MAX(E157,1))*100,1),0)","=IFERROR(ROUND((E157/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I157/MAX(E157,1))*100,1),0)","=IFERROR(ROUND((J157/MAX(I157,1))*100,1),0)","=ROUND(K157*0.3+L157*0.2+M157*0.25+N157*0.25,1)","=IFS(O157>=80,""A"",O157>=60,""B"",O157>=40,""C"",O157>=20,""D"",TRUE,""E"")","=IFS(P157=""A"",""À reproduire"",OR(P157=""B"",P157=""C""),""À optimiser"",TRUE,""À abandonner"")"
157,Vos yeux sont secs ? Voici pourquoi (édition Yopougon),Instagram,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F158+G158+H158)/MAX(E158,1))*100,1),0)","=IFERROR(ROUND((E158/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I158/MAX(E158,1))*100,1),0)","=IFERROR(ROUND((J158/MAX(I158,1))*100,1),0)","=ROUND(K158*0.3+L158*0.2+M158*0.25+N158*0.25,1)","=IFS(O158>=80,""A"",O158>=60,""B"",O158>=40,""C"",O158>=20,""D"",TRUE,""E"")","=IFS(P158=""A"",""À reproduire"",OR(P158=""B"",P158=""C""),""À optimiser"",TRUE,""À abandonner"")"
158,Offre rentrée : pensez à la vue de vos enfants (édition Yopougon),Facebook,RDV/Vente,,,,,,,"=IFERROR(ROUND(((F159+G159+H159)/MAX(E159,1))*100,1),0)","=IFERROR(ROUND((E159/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I159/MAX(E159,1))*100,1),0)","=IFERROR(ROUND((J159/MAX(I159,1))*100,1),0)","=ROUND(K159*0.3+L159*0.2+M159*0.25+N159*0.25,1)","=IFS(O159>=80,""A"",O159>=60,""B"",O159>=40,""C"",O159>=20,""D"",TRUE,""E"")","=IFS(P159=""A"",""À reproduire"",OR(P159=""B"",P159=""C""),""À optimiser"",TRUE,""À abandonner"")"
